Arrondissement,Nom,Derniére Mise à jour,Type,Adresse,Ouvert,Deblaye 
Rosemont–La Petite-Patrie,Léon-Provencher, ,Pataugeoire,"5 555, Boulevard Pie-IX", , 
Rosemont–La Petite-Patrie,Léon-Provencher, ,Pataugeoire,"5 555, Boulevard Pie-IX", , 
Rosemont–La Petite-Patrie,Léon-Provencher, ,Pataugeoire,"5 555, Boulevard Pie-IX", , 
Rosemont–La Petite-Patrie,Léon-Provencher, ,Pataugeoire,"5 555, Boulevard Pie-IX", , 
Rosemont–La Petite-Patrie,Léon-Provencher, ,Pataugeoire,"5 555, Boulevard Pie-IX", , 
Rosemont–La Petite-Patrie,Léon-Provencher, ,Pataugeoire,"5 555, Boulevard Pie-IX", , 
LaSalle,L’Aquadôme LaSalle, ,Piscine intérieure,"1 411, Rue Lapierre", , 
LaSalle,L’Aquadôme LaSalle, ,Piscine intérieure,"1 411, Rue Lapierre", , 
LaSalle,L’Aquadôme LaSalle, ,Piscine intérieure,"1 411, Rue Lapierre", , 
LaSalle,L’Aquadôme LaSalle, ,Piscine intérieure,"1 411, Rue Lapierre", , 
LaSalle,L’Aquadôme LaSalle, ,Piscine intérieure,"1 411, Rue Lapierre", , 
LaSalle,L’Aquadôme LaSalle, ,Piscine intérieure,"1 411, Rue Lapierre", , 
Mercier–Hochelaga-Maisonneuve,Maisonneuve, ,Piscine extérieure,"4 350, Rue de Rouen", , 
Mercier–Hochelaga-Maisonneuve,Maisonneuve, ,Pataugeoire,"4 350, Rue de Rouen", , 
Mercier–Hochelaga-Maisonneuve,Maisonneuve, ,Piscine extérieure,"4 350, Rue de Rouen", , 
Mercier–Hochelaga-Maisonneuve,Maisonneuve, ,Pataugeoire,"4 350, Rue de Rouen", , 
Mercier–Hochelaga-Maisonneuve,Maisonneuve, ,Piscine extérieure,"4 350, Rue de Rouen", , 
Mercier–Hochelaga-Maisonneuve,Maisonneuve, ,Pataugeoire,"4 350, Rue de Rouen", , 
Mercier–Hochelaga-Maisonneuve,Maisonneuve, ,Piscine extérieure,"4 350, Rue de Rouen", , 
Mercier–Hochelaga-Maisonneuve,Maisonneuve, ,Pataugeoire,"4 350, Rue de Rouen", , 
Mercier–Hochelaga-Maisonneuve,Maisonneuve, ,Piscine extérieure,"4 350, Rue de Rouen", , 
Mercier–Hochelaga-Maisonneuve,Maisonneuve, ,Pataugeoire,"4 350, Rue de Rouen", , 
Mercier–Hochelaga-Maisonneuve,Maisonneuve, ,Piscine extérieure,"4 350, Rue de Rouen", , 
Mercier–Hochelaga-Maisonneuve,Maisonneuve, ,Pataugeoire,"4 350, Rue de Rouen", , 
Ahuntsic-Cartierville,Marcelin-Wilson, ,Piscine extérieure,"1 655, Rue Dudemaine, H3M 1R2", , 
Ahuntsic-Cartierville,Marcelin-Wilson, ,Piscine extérieure,"1 655, Rue Dudemaine, H3M 1R2", , 
Ahuntsic-Cartierville,Marcelin-Wilson, ,Piscine extérieure,"1 655, Rue Dudemaine, H3M 1R2", , 
Ahuntsic-Cartierville,Marcelin-Wilson, ,Piscine extérieure,"1 655, Rue Dudemaine, H3M 1R2", , 
Ahuntsic-Cartierville,Marcelin-Wilson, ,Piscine extérieure,"1 655, Rue Dudemaine, H3M 1R2", , 
Ahuntsic-Cartierville,Marcelin-Wilson, ,Piscine extérieure,"1 655, Rue Dudemaine, H3M 1R2", , 
Verdun,Natatorium Verdun, ,Jeu d'eau,"6 500, Boulevard LaSalle", , 
Verdun,Natatorium Verdun, ,Jeu d'eau,"6 500, Boulevard LaSalle", , 
Verdun,Natatorium Verdun, ,Jeu d'eau,"6 500, Boulevard LaSalle", , 
Verdun,Natatorium Verdun, ,Jeu d'eau,"6 500, Boulevard LaSalle", , 
Verdun,Natatorium Verdun, ,Jeu d'eau,"6 500, Boulevard LaSalle", , 
Verdun,Natatorium Verdun, ,Jeu d'eau,"6 500, Boulevard LaSalle", , 
Verdun,Natatorium de Verdun, ,Piscine extérieure,"6 500, Boulevard LaSalle", , 
Verdun,Natatorium de Verdun, ,Pataugeoire,"6 500, Boulevard LaSalle", , 
Verdun,Natatorium de Verdun, ,Piscine extérieure,"6 500, Boulevard LaSalle", , 
Verdun,Natatorium de Verdun, ,Pataugeoire,"6 500, Boulevard LaSalle", , 
Verdun,Natatorium de Verdun, ,Piscine extérieure,"6 500, Boulevard LaSalle", , 
Verdun,Natatorium de Verdun, ,Pataugeoire,"6 500, Boulevard LaSalle", , 
Verdun,Natatorium de Verdun, ,Piscine extérieure,"6 500, Boulevard LaSalle", , 
Verdun,Natatorium de Verdun, ,Pataugeoire,"6 500, Boulevard LaSalle", , 
Verdun,Natatorium de Verdun, ,Piscine extérieure,"6 500, Boulevard LaSalle", , 
Verdun,Natatorium de Verdun, ,Pataugeoire,"6 500, Boulevard LaSalle", , 
Verdun,Natatorium de Verdun, ,Piscine extérieure,"6 500, Boulevard LaSalle", , 
Verdun,Natatorium de Verdun, ,Pataugeoire,"6 500, Boulevard LaSalle", , 
Ville-Marie,Olivier-Robert, ,Pataugeoire,"2 325, Boulevard de Maisonneuve Est", , 
Ville-Marie,Olivier-Robert, ,Pataugeoire,"2 325, Boulevard de Maisonneuve Est", , 
Ville-Marie,Olivier-Robert, ,Pataugeoire,"2 325, Boulevard de Maisonneuve Est", , 
Ville-Marie,Olivier-Robert, ,Pataugeoire,"2 325, Boulevard de Maisonneuve Est", , 
Ville-Marie,Olivier-Robert, ,Pataugeoire,"2 325, Boulevard de Maisonneuve Est", , 
Ville-Marie,Olivier-Robert, ,Pataugeoire,"2 325, Boulevard de Maisonneuve Est", , 
Villeray–Saint-Michel–Parc-Extension,Ovila-Légaré, ,Jeu d'eau,Rue 51e, , 
Villeray–Saint-Michel–Parc-Extension,Ovila-Légaré, ,Jeu d'eau,Rue 51e, , 
Villeray–Saint-Michel–Parc-Extension,Ovila-Légaré, ,Jeu d'eau,Rue 51e, , 
Villeray–Saint-Michel–Parc-Extension,Ovila-Légaré, ,Jeu d'eau,Rue 51e, , 
Villeray–Saint-Michel–Parc-Extension,Ovila-Légaré, ,Jeu d'eau,Rue 51e, , 
Villeray–Saint-Michel–Parc-Extension,Ovila-Légaré, ,Jeu d'eau,Rue 51e, , 
Rivière-des-Prairies–Pointe-aux-Trembles,Parc Alexis-Carrel, ,Piscine extérieure,"12 550, Avenue Alexis-Carrel", , 
Rivière-des-Prairies–Pointe-aux-Trembles,Parc Alexis-Carrel, ,Pataugeoire,"12 550, Avenue Alexis-Carrel", , 
Rivière-des-Prairies–Pointe-aux-Trembles,Parc Alexis-Carrel, ,Piscine extérieure,"12 550, Avenue Alexis-Carrel", , 
Rivière-des-Prairies–Pointe-aux-Trembles,Parc Alexis-Carrel, ,Pataugeoire,"12 550, Avenue Alexis-Carrel", , 
Rivière-des-Prairies–Pointe-aux-Trembles,Parc Alexis-Carrel, ,Piscine extérieure,"12 550, Avenue Alexis-Carrel", , 
Rivière-des-Prairies–Pointe-aux-Trembles,Parc Alexis-Carrel, ,Pataugeoire,"12 550, Avenue Alexis-Carrel", , 
Rivière-des-Prairies–Pointe-aux-Trembles,Parc Alexis-Carrel, ,Piscine extérieure,"12 550, Avenue Alexis-Carrel", , 
Rivière-des-Prairies–Pointe-aux-Trembles,Parc Alexis-Carrel, ,Pataugeoire,"12 550, Avenue Alexis-Carrel", , 
Rivière-des-Prairies–Pointe-aux-Trembles,Parc Alexis-Carrel, ,Piscine extérieure,"12 550, Avenue Alexis-Carrel", , 
Rivière-des-Prairies–Pointe-aux-Trembles,Parc Alexis-Carrel, ,Pataugeoire,"12 550, Avenue Alexis-Carrel", , 
Rivière-des-Prairies–Pointe-aux-Trembles,Parc Alexis-Carrel, ,Piscine extérieure,"12 550, Avenue Alexis-Carrel", , 
Rivière-des-Prairies–Pointe-aux-Trembles,Parc Alexis-Carrel, ,Pataugeoire,"12 550, Avenue Alexis-Carrel", , 
Saint-Laurent,Parc Alexis-Nihon, ,Pataugeoire,"2 999, Rue Badeaux", , 
Saint-Laurent,Parc Alexis-Nihon, ,Pataugeoire,"2 999, Rue Badeaux", , 
Saint-Laurent,Parc Alexis-Nihon, ,Pataugeoire,"2 999, Rue Badeaux", , 
Saint-Laurent,Parc Alexis-Nihon, ,Pataugeoire,"2 999, Rue Badeaux", , 
Saint-Laurent,Parc Alexis-Nihon, ,Pataugeoire,"2 999, Rue Badeaux", , 
Saint-Laurent,Parc Alexis-Nihon, ,Pataugeoire,"2 999, Rue Badeaux", , 
Le Plateau-Mont-Royal,Parc Alphonse-Télesphore-Lépine, ,Jeu d'eau,Avenue De Gaspé, , 
Le Plateau-Mont-Royal,Parc Alphonse-Télesphore-Lépine, ,Jeu d'eau,Avenue De Gaspé, , 
Le Plateau-Mont-Royal,Parc Alphonse-Télesphore-Lépine, ,Jeu d'eau,Avenue De Gaspé, , 
Le Plateau-Mont-Royal,Parc Alphonse-Télesphore-Lépine, ,Jeu d'eau,Avenue De Gaspé, , 
Le Plateau-Mont-Royal,Parc Alphonse-Télesphore-Lépine, ,Jeu d'eau,Avenue De Gaspé, , 
Le Plateau-Mont-Royal,Parc Alphonse-Télesphore-Lépine, ,Jeu d'eau,Avenue De Gaspé, , 
Anjou,Parc André-Laurendeau, ,Pataugeoire,"8 361, Avenue André-Laurendeau", , 
Anjou,Parc André-Laurendeau, ,Pataugeoire,"8 361, Avenue André-Laurendeau", , 
Anjou,Parc André-Laurendeau, ,Pataugeoire,"8 361, Avenue André-Laurendeau", , 
Anjou,Parc André-Laurendeau, ,Pataugeoire,"8 361, Avenue André-Laurendeau", , 
Anjou,Parc André-Laurendeau, ,Pataugeoire,"8 361, Avenue André-Laurendeau", , 
Anjou,Parc André-Laurendeau, ,Pataugeoire,"8 361, Avenue André-Laurendeau", , 
Verdun,Parc Arthur-Therrien, ,Piscine extérieure,"10, Rue Hickson", , 
Verdun,Parc Arthur-Therrien, ,Pataugeoire,"10, Rue Hickson", , 
Verdun,Parc Arthur-Therrien, ,Jeu d'eau,"3 750, Boulevard Gaétan-Laberge", , 
Verdun,Parc Arthur-Therrien, ,Piscine extérieure,"10, Rue Hickson", , 
Verdun,Parc Arthur-Therrien, ,Pataugeoire,"10, Rue Hickson", , 
Verdun,Parc Arthur-Therrien, ,Jeu d'eau,"3 750, Boulevard Gaétan-Laberge", , 
Verdun,Parc Arthur-Therrien, ,Piscine extérieure,"10, Rue Hickson", , 
Verdun,Parc Arthur-Therrien, ,Pataugeoire,"10, Rue Hickson", , 
Verdun,Parc Arthur-Therrien, ,Jeu d'eau,"3 750, Boulevard Gaétan-Laberge", , 
Verdun,Parc Arthur-Therrien, ,Piscine extérieure,"10, Rue Hickson", , 
Verdun,Parc Arthur-Therrien, ,Pataugeoire,"10, Rue Hickson", , 
Verdun,Parc Arthur-Therrien, ,Jeu d'eau,"3 750, Boulevard Gaétan-Laberge", , 
Verdun,Parc Arthur-Therrien, ,Piscine extérieure,"10, Rue Hickson", , 
Verdun,Parc Arthur-Therrien, ,Pataugeoire,"10, Rue Hickson", , 
Verdun,Parc Arthur-Therrien, ,Jeu d'eau,"3 750, Boulevard Gaétan-Laberge", , 
Verdun,Parc Arthur-Therrien, ,Piscine extérieure,"10, Rue Hickson", , 
Verdun,Parc Arthur-Therrien, ,Pataugeoire,"10, Rue Hickson", , 
Verdun,Parc Arthur-Therrien, ,Jeu d'eau,"3 750, Boulevard Gaétan-Laberge", , 
Le Plateau-Mont-Royal,Parc Baldwin, ,Piscine extérieure,"2 330, Rue Rachel Est", , 
Le Plateau-Mont-Royal,Parc Baldwin, ,Pataugeoire,"2 330, Rue Rachel Est", , 
Le Plateau-Mont-Royal,Parc Baldwin, ,Jeu d'eau,"2 330, rue Rachel Est", , 
Le Plateau-Mont-Royal,Parc Baldwin, ,Piscine extérieure,"2 330, Rue Rachel Est", , 
Le Plateau-Mont-Royal,Parc Baldwin, ,Pataugeoire,"2 330, Rue Rachel Est", , 
Le Plateau-Mont-Royal,Parc Baldwin, ,Jeu d'eau,"2 330, rue Rachel Est", , 
Le Plateau-Mont-Royal,Parc Baldwin, ,Piscine extérieure,"2 330, Rue Rachel Est", , 
Le Plateau-Mont-Royal,Parc Baldwin, ,Pataugeoire,"2 330, Rue Rachel Est", , 
Le Plateau-Mont-Royal,Parc Baldwin, ,Jeu d'eau,"2 330, rue Rachel Est", , 
Le Plateau-Mont-Royal,Parc Baldwin, ,Piscine extérieure,"2 330, Rue Rachel Est", , 
Le Plateau-Mont-Royal,Parc Baldwin, ,Pataugeoire,"2 330, Rue Rachel Est", , 
Le Plateau-Mont-Royal,Parc Baldwin, ,Jeu d'eau,"2 330, rue Rachel Est", , 
Le Plateau-Mont-Royal,Parc Baldwin, ,Piscine extérieure,"2 330, Rue Rachel Est", , 
Le Plateau-Mont-Royal,Parc Baldwin, ,Pataugeoire,"2 330, Rue Rachel Est", , 
Le Plateau-Mont-Royal,Parc Baldwin, ,Jeu d'eau,"2 330, rue Rachel Est", , 
Le Plateau-Mont-Royal,Parc Baldwin, ,Piscine extérieure,"2 330, Rue Rachel Est", , 
Le Plateau-Mont-Royal,Parc Baldwin, ,Pataugeoire,"2 330, Rue Rachel Est", , 
Le Plateau-Mont-Royal,Parc Baldwin, ,Jeu d'eau,"2 330, rue Rachel Est", , 
Rosemont–La Petite-Patrie,Parc Beaubien, ,Pataugeoire,"6 633, 6e Avenue", , 
Rosemont–La Petite-Patrie,Parc Beaubien, ,Pataugeoire,"6 633, 6e Avenue", , 
Rosemont–La Petite-Patrie,Parc Beaubien, ,Pataugeoire,"6 633, 6e Avenue", , 
Rosemont–La Petite-Patrie,Parc Beaubien, ,Pataugeoire,"6 633, 6e Avenue", , 
Rosemont–La Petite-Patrie,Parc Beaubien, ,Pataugeoire,"6 633, 6e Avenue", , 
Rosemont–La Petite-Patrie,Parc Beaubien, ,Pataugeoire,"6 633, 6e Avenue", , 
Mercier–Hochelaga-Maisonneuve,Parc Beauclerk, ,Jeu d'eau,"1 855, Avenue Émile-Legrand", , 
Mercier–Hochelaga-Maisonneuve,Parc Beauclerk, ,Jeu d'eau,"1 855, Avenue Émile-Legrand", , 
Mercier–Hochelaga-Maisonneuve,Parc Beauclerk, ,Jeu d'eau,"1 855, Avenue Émile-Legrand", , 
Mercier–Hochelaga-Maisonneuve,Parc Beauclerk, ,Jeu d'eau,"1 855, Avenue Émile-Legrand", , 
Mercier–Hochelaga-Maisonneuve,Parc Beauclerk, ,Jeu d'eau,"1 855, Avenue Émile-Legrand", , 
Mercier–Hochelaga-Maisonneuve,Parc Beauclerk, ,Jeu d'eau,"1 855, Avenue Émile-Legrand", , 
Saint-Laurent,Parc Beaulac, ,Jeu d'eau,"1 145, Rue Élizabeth", , 
Saint-Laurent,Parc Beaulac, ,Jeu d'eau,"1 145, Rue Élizabeth", , 
Saint-Laurent,Parc Beaulac, ,Jeu d'eau,"1 145, Rue Élizabeth", , 
Saint-Laurent,Parc Beaulac, ,Jeu d'eau,"1 145, Rue Élizabeth", , 
Saint-Laurent,Parc Beaulac, ,Jeu d'eau,"1 145, Rue Élizabeth", , 
Saint-Laurent,Parc Beaulac, ,Jeu d'eau,"1 145, Rue Élizabeth", , 
Côte-des-Neiges–Notre-Dame-de-Grâce,Parc Benny, ,Jeu d'eau,"6445, avenue Monkland", , 
Côte-des-Neiges–Notre-Dame-de-Grâce,Parc Benny, ,Jeu d'eau,"6445, avenue Monkland", , 
Côte-des-Neiges–Notre-Dame-de-Grâce,Parc Benny, ,Jeu d'eau,"6445, avenue Monkland", , 
Côte-des-Neiges–Notre-Dame-de-Grâce,Parc Benny, ,Jeu d'eau,"6445, avenue Monkland", , 
Côte-des-Neiges–Notre-Dame-de-Grâce,Parc Benny, ,Jeu d'eau,"6445, avenue Monkland", , 
Côte-des-Neiges–Notre-Dame-de-Grâce,Parc Benny, ,Jeu d'eau,"6445, avenue Monkland", , 
Anjou,Parc Bocage, ,Pataugeoire,"6 200, Avenue du Bocage", , 
Anjou,Parc Bocage, ,Jeu d'eau,"6 200, Avenue du Bocage", , 
Anjou,Parc Bocage, ,Pataugeoire,"6 200, Avenue du Bocage", , 
Anjou,Parc Bocage, ,Jeu d'eau,"6 200, Avenue du Bocage", , 
Anjou,Parc Bocage, ,Pataugeoire,"6 200, Avenue du Bocage", , 
Anjou,Parc Bocage, ,Jeu d'eau,"6 200, Avenue du Bocage", , 
Anjou,Parc Bocage, ,Pataugeoire,"6 200, Avenue du Bocage", , 
Anjou,Parc Bocage, ,Jeu d'eau,"6 200, Avenue du Bocage", , 
Anjou,Parc Bocage, ,Pataugeoire,"6 200, Avenue du Bocage", , 
Anjou,Parc Bocage, ,Jeu d'eau,"6 200, Avenue du Bocage", , 
Anjou,Parc Bocage, ,Pataugeoire,"6 200, Avenue du Bocage", , 
Anjou,Parc Bocage, ,Jeu d'eau,"6 200, Avenue du Bocage", , 
LaSalle,Parc Boivin, ,Jeu d'eau,Rue de Matane, , 
LaSalle,Parc Boivin, ,Jeu d'eau,Rue de Matane, , 
LaSalle,Parc Boivin, ,Jeu d'eau,Rue de Matane, , 
LaSalle,Parc Boivin, ,Jeu d'eau,Rue de Matane, , 
LaSalle,Parc Boivin, ,Jeu d'eau,Rue de Matane, , 
LaSalle,Parc Boivin, ,Jeu d'eau,Rue de Matane, , 
Saint-Laurent,Parc Bourbonnière, ,Piscine extérieure,"2800, Rue Cazeneuve", , 
Saint-Laurent,Parc Bourbonnière, ,Pataugeoire,"2800, Rue Cazeneuve", , 
Saint-Laurent,Parc Bourbonnière, ,Piscine extérieure,"2800, Rue Cazeneuve", , 
Saint-Laurent,Parc Bourbonnière, ,Pataugeoire,"2800, Rue Cazeneuve", , 
Saint-Laurent,Parc Bourbonnière, ,Piscine extérieure,"2800, Rue Cazeneuve", , 
Saint-Laurent,Parc Bourbonnière, ,Pataugeoire,"2800, Rue Cazeneuve", , 
Saint-Laurent,Parc Bourbonnière, ,Piscine extérieure,"2800, Rue Cazeneuve", , 
Saint-Laurent,Parc Bourbonnière, ,Pataugeoire,"2800, Rue Cazeneuve", , 
Saint-Laurent,Parc Bourbonnière, ,Piscine extérieure,"2800, Rue Cazeneuve", , 
Saint-Laurent,Parc Bourbonnière, ,Pataugeoire,"2800, Rue Cazeneuve", , 
Saint-Laurent,Parc Bourbonnière, ,Piscine extérieure,"2800, Rue Cazeneuve", , 
Saint-Laurent,Parc Bourbonnière, ,Pataugeoire,"2800, Rue Cazeneuve", , 
Villeray–Saint-Michel–Parc-Extension,Parc Bélair, ,Pataugeoire,"7 035, 2e Avenue", , 
Villeray–Saint-Michel–Parc-Extension,Parc Bélair, ,Pataugeoire,"7 035, 2e Avenue", , 
Villeray–Saint-Michel–Parc-Extension,Parc Bélair, ,Pataugeoire,"7 035, 2e Avenue", , 
Villeray–Saint-Michel–Parc-Extension,Parc Bélair, ,Pataugeoire,"7 035, 2e Avenue", , 
Villeray–Saint-Michel–Parc-Extension,Parc Bélair, ,Pataugeoire,"7 035, 2e Avenue", , 
Villeray–Saint-Michel–Parc-Extension,Parc Bélair, ,Pataugeoire,"7 035, 2e Avenue", , 
Le Sud-Ouest,Parc Campbell-Centre, ,Pataugeoire,"810, Rue Chatham", , 
Le Sud-Ouest,Parc Campbell-Centre, ,Pataugeoire,"810, Rue Chatham", , 
Le Sud-Ouest,Parc Campbell-Centre, ,Pataugeoire,"810, Rue Chatham", , 
Le Sud-Ouest,Parc Campbell-Centre, ,Pataugeoire,"810, Rue Chatham", , 
Le Sud-Ouest,Parc Campbell-Centre, ,Pataugeoire,"810, Rue Chatham", , 
Le Sud-Ouest,Parc Campbell-Centre, ,Pataugeoire,"810, Rue Chatham", , 
Le Sud-Ouest,Parc Campbell-Ouest, ,Pataugeoire,"1 990, Rue de Maricourt", , 
Le Sud-Ouest,Parc Campbell-Ouest, ,Pataugeoire,"1 990, Rue de Maricourt", , 
Le Sud-Ouest,Parc Campbell-Ouest, ,Pataugeoire,"1 990, Rue de Maricourt", , 
Le Sud-Ouest,Parc Campbell-Ouest, ,Pataugeoire,"1 990, Rue de Maricourt", , 
Le Sud-Ouest,Parc Campbell-Ouest, ,Pataugeoire,"1 990, Rue de Maricourt", , 
Le Sud-Ouest,Parc Campbell-Ouest, ,Pataugeoire,"1 990, Rue de Maricourt", , 
Lachine,Parc Carignan, ,Pataugeoire,"4 100, Rue Provost", , 
Lachine,Parc Carignan, ,Pataugeoire,"4 100, Rue Provost", , 
Lachine,Parc Carignan, ,Pataugeoire,"4 100, Rue Provost", , 
Lachine,Parc Carignan, ,Pataugeoire,"4 100, Rue Provost", , 
Lachine,Parc Carignan, ,Pataugeoire,"4 100, Rue Provost", , 
Lachine,Parc Carignan, ,Pataugeoire,"4 100, Rue Provost", , 
Saint-Laurent,Parc Chamberland, ,Piscine extérieure,"800, Rue Dorais", , 
Saint-Laurent,Parc Chamberland, ,Pataugeoire,"800, Rue Dorais", , 
Saint-Laurent,Parc Chamberland, ,Piscine extérieure,"800, Rue Dorais", , 
Saint-Laurent,Parc Chamberland, ,Pataugeoire,"800, Rue Dorais", , 
Saint-Laurent,Parc Chamberland, ,Piscine extérieure,"800, Rue Dorais", , 
Saint-Laurent,Parc Chamberland, ,Pataugeoire,"800, Rue Dorais", , 
Saint-Laurent,Parc Chamberland, ,Piscine extérieure,"800, Rue Dorais", , 
Saint-Laurent,Parc Chamberland, ,Pataugeoire,"800, Rue Dorais", , 
Saint-Laurent,Parc Chamberland, ,Piscine extérieure,"800, Rue Dorais", , 
Saint-Laurent,Parc Chamberland, ,Pataugeoire,"800, Rue Dorais", , 
Saint-Laurent,Parc Chamberland, ,Piscine extérieure,"800, Rue Dorais", , 
Saint-Laurent,Parc Chamberland, ,Pataugeoire,"800, Rue Dorais", , 
Villeray–Saint-Michel–Parc-Extension,Parc Champdoré, ,Jeu d'eau,Rue Champdoré, , 
Villeray–Saint-Michel–Parc-Extension,Parc Champdoré, ,Jeu d'eau,Rue Champdoré, , 
Villeray–Saint-Michel–Parc-Extension,Parc Champdoré, ,Jeu d'eau,Rue Champdoré, , 
Villeray–Saint-Michel–Parc-Extension,Parc Champdoré, ,Jeu d'eau,Rue Champdoré, , 
Villeray–Saint-Michel–Parc-Extension,Parc Champdoré, ,Jeu d'eau,Rue Champdoré, , 
Villeray–Saint-Michel–Parc-Extension,Parc Champdoré, ,Jeu d'eau,Rue Champdoré, , 
Montréal-Nord,Parc Charleroi, ,Piscine extérieure,"10 975, Avenue Alfred", , 
Montréal-Nord,Parc Charleroi, ,Pataugeoire,"10 975, Avenue Alfred", , 
Montréal-Nord,Parc Charleroi, ,Piscine extérieure,"10 975, Avenue Alfred", , 
Montréal-Nord,Parc Charleroi, ,Pataugeoire,"10 975, Avenue Alfred", , 
Montréal-Nord,Parc Charleroi, ,Piscine extérieure,"10 975, Avenue Alfred", , 
Montréal-Nord,Parc Charleroi, ,Pataugeoire,"10 975, Avenue Alfred", , 
Montréal-Nord,Parc Charleroi, ,Piscine extérieure,"10 975, Avenue Alfred", , 
Montréal-Nord,Parc Charleroi, ,Pataugeoire,"10 975, Avenue Alfred", , 
Montréal-Nord,Parc Charleroi, ,Piscine extérieure,"10 975, Avenue Alfred", , 
Montréal-Nord,Parc Charleroi, ,Pataugeoire,"10 975, Avenue Alfred", , 
Montréal-Nord,Parc Charleroi, ,Piscine extérieure,"10 975, Avenue Alfred", , 
Montréal-Nord,Parc Charleroi, ,Pataugeoire,"10 975, Avenue Alfred", , 
Anjou,Parc Chénier, ,Piscine extérieure,"5 555, Avenue de l’Aréna", , 
Anjou,Parc Chénier, ,Pataugeoire,"5 555, Avenue de l’Aréna", , 
Anjou,Parc Chénier, ,Piscine extérieure,"5 555, Avenue de l’Aréna", , 
Anjou,Parc Chénier, ,Pataugeoire,"5 555, Avenue de l’Aréna", , 
Anjou,Parc Chénier, ,Piscine extérieure,"5 555, Avenue de l’Aréna", , 
Anjou,Parc Chénier, ,Pataugeoire,"5 555, Avenue de l’Aréna", , 
Anjou,Parc Chénier, ,Piscine extérieure,"5 555, Avenue de l’Aréna", , 
Anjou,Parc Chénier, ,Pataugeoire,"5 555, Avenue de l’Aréna", , 
Anjou,Parc Chénier, ,Piscine extérieure,"5 555, Avenue de l’Aréna", , 
Anjou,Parc Chénier, ,Pataugeoire,"5 555, Avenue de l’Aréna", , 
Anjou,Parc Chénier, ,Piscine extérieure,"5 555, Avenue de l’Aréna", , 
Anjou,Parc Chénier, ,Pataugeoire,"5 555, Avenue de l’Aréna", , 
Rosemont–La Petite-Patrie,Parc Cité-Jardin, ,Pataugeoire,"5 220, Boulevard Rosemont", , 
Rosemont–La Petite-Patrie,Parc Cité-Jardin, ,Pataugeoire,"5 220, Boulevard Rosemont", , 
Rosemont–La Petite-Patrie,Parc Cité-Jardin, ,Pataugeoire,"5 220, Boulevard Rosemont", , 
Rosemont–La Petite-Patrie,Parc Cité-Jardin, ,Pataugeoire,"5 220, Boulevard Rosemont", , 
Rosemont–La Petite-Patrie,Parc Cité-Jardin, ,Pataugeoire,"5 220, Boulevard Rosemont", , 
Rosemont–La Petite-Patrie,Parc Cité-Jardin, ,Pataugeoire,"5 220, Boulevard Rosemont", , 
Le Plateau-Mont-Royal,Parc Clark, ,Jeu d'eau,Rue Clark, , 
Le Plateau-Mont-Royal,Parc Clark, ,Jeu d'eau,Rue Clark, , 
Le Plateau-Mont-Royal,Parc Clark, ,Jeu d'eau,Rue Clark, , 
Le Plateau-Mont-Royal,Parc Clark, ,Jeu d'eau,Rue Clark, , 
Le Plateau-Mont-Royal,Parc Clark, ,Jeu d'eau,Rue Clark, , 
Le Plateau-Mont-Royal,Parc Clark, ,Jeu d'eau,Rue Clark, , 
Verdun,Parc Cooney, ,Jeu d'eau,"1 175, Rue Melrose", , 
Verdun,Parc Cooney, ,Jeu d'eau,"1 175, Rue Melrose", , 
Verdun,Parc Cooney, ,Jeu d'eau,"1 175, Rue Melrose", , 
Verdun,Parc Cooney, ,Jeu d'eau,"1 175, Rue Melrose", , 
Verdun,Parc Cooney, ,Jeu d'eau,"1 175, Rue Melrose", , 
Verdun,Parc Cooney, ,Jeu d'eau,"1 175, Rue Melrose", , 
Saint-Léonard,Parc Coubertin, ,Jeu d'eau,"4 755, Rue Valéry", , 
Saint-Léonard,Parc Coubertin, ,Jeu d'eau,"4 755, Rue Valéry", , 
Saint-Léonard,Parc Coubertin, ,Jeu d'eau,"4 755, Rue Valéry", , 
Saint-Léonard,Parc Coubertin, ,Jeu d'eau,"4 755, Rue Valéry", , 
Saint-Léonard,Parc Coubertin, ,Jeu d'eau,"4 755, Rue Valéry", , 
Saint-Léonard,Parc Coubertin, ,Jeu d'eau,"4 755, Rue Valéry", , 
LaSalle,Parc Dalmany, ,Jeu d'eau,"9 650, Rue Dalmany", , 
LaSalle,Parc Dalmany, ,Jeu d'eau,"9 650, Rue Dalmany", , 
LaSalle,Parc Dalmany, ,Jeu d'eau,"9 650, Rue Dalmany", , 
LaSalle,Parc Dalmany, ,Jeu d'eau,"9 650, Rue Dalmany", , 
LaSalle,Parc Dalmany, ,Jeu d'eau,"9 650, Rue Dalmany", , 
LaSalle,Parc Dalmany, ,Jeu d'eau,"9 650, Rue Dalmany", , 
Rosemont–La Petite-Patrie,Parc De Gaspé, ,Pataugeoire,"6 655, Avenue De Gaspé", , 
Rosemont–La Petite-Patrie,Parc De Gaspé, ,Pataugeoire,"6 655, Avenue De Gaspé", , 
Rosemont–La Petite-Patrie,Parc De Gaspé, ,Pataugeoire,"6 655, Avenue De Gaspé", , 
Rosemont–La Petite-Patrie,Parc De Gaspé, ,Pataugeoire,"6 655, Avenue De Gaspé", , 
Rosemont–La Petite-Patrie,Parc De Gaspé, ,Pataugeoire,"6 655, Avenue De Gaspé", , 
